 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  redshift  |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |      morph. type      |   ang. size   |#bib|#not
1   |UGC 836                            |G  |01 18 59.4210922213 +44 17 11.036445854|0.038417    |     ~|16.0  |     ~|     ~|     ~|~              |E D ~                  |0.463 0.417    |   8|   0
643 |MCG-05-02-020                      |G  |00 35 01.7673412847 -26 27 10.343564240|0.064845    |     ~|15.56 |     ~|14.123|     ~|~              |E D 1996MNRAS.278.1025L|0.520 0.364    |  10|   0
644 |2MASX J00343175-2534161            |G  |00 34 31.756 -25 34 16.11              |0.066076    |     ~|15.14 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.703 0.352    |  12|   0
645 |2dFGRS TGS140Z231                  |G  |00 39 30.866 -25 41 48.32              |0.075867    |     ~|16.015|     ~|14.747|     ~|~              |E D 1996MNRAS.278.1025L|0.263 0.216    |   6|   0
646 |2dFGRS TGS210Z205                  |G  |00 51 21.2005465508 -26 59 21.573181261|0.0743      |     ~|15.64 |14.46 |     ~|     ~|~              |E D ~                  |0.317 0.190    |  10|   0
647 |6dFGS gJ011634.0-243734            |G  |01 16 33.9614207161 -24 37 34.189261635|0.064203    |     ~|15.86 |     ~|     ~|     ~|~              |E D ~                  |0.387 0.286    |   9|   0
648 |2MASX J01503833-2439223            |G  |01 50 38.2959731002 -24 39 22.653775107|0.044286    |     ~|15.56 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.390 0.304    |  13|   0
649 |NGC 849                            |G  |02 10 11.2034597173 -22 19 22.657480731|0.018606    |     ~|15.32 |     ~|14.09 |     ~|~              |E D ~                  |0.367 0.286    |  13|   0
650 |2MASX J02270066-2138403            |G  |02 27 00.660 -21 38 40.36              |0.058087    |     ~|15.91 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.420 0.353    |   9|   0
651 |2MASX J21171271-1937371            |G  |21 17 12.7486608306 -19 37 37.163884412|0.03178     |     ~|15.33 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.340 0.286    |   8|   0
652 |2MASX J21223806-1928273            |G  |21 22 38.0486993726 -19 28 27.540838461|0.03983     |     ~|15.95 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.423 0.313    |  11|   0
653 |6dFGS gJ212313.0-193624            |G  |21 23 12.9686126937 -19 36 23.714701251|0.04266     |     ~|16.07 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.337 0.316    |  11|   0
654 |2MASX J21365416-2020375            |G  |21 36 54.1872754707 -20 20 37.452626153|0.03536     |     ~|15.49 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.563 0.338    |  11|   0
655 |2MASX J21371635-2100072            |G  |21 37 16.3705912870 -21 00 06.877769490|0.06379     |     ~|16.17 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.397 0.365    |   8|   0
656 |2MASX J21472020-2000155            |G  |21 47 20.208 -20 00 15.53              |0.072159    |     ~|16.31 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.343 0.288    |   4|   0
657 |2MASX J21503376-2020198            |G  |21 50 33.765 -20 20 19.87              |0.069410    |     ~|16.04 |     ~|     ~|     ~|~              |E D ~                  |0.480 0.298    |   9|   0
658 |2MASX J22072918-2133540            |G  |22 07 29.187 -21 33 54.09              |0.07547     |     ~|16.25 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.327 0.242    |   6|   0
659 |ESO 533-48                         |G  |22 34 31.787 -22 41 29.26              |0.018706    |     ~|14.69 |     ~|13.89 |     ~|~              |E D ~                  |0.507 0.203    |  31|   0
660 |2MASX J22384207-2223048            |G  |22 38 42.070 -22 23 04.86              |0.011555    |     ~|16.21 |     ~|14.87 |     ~|~              |E D ~                  |0.383 0.276    |   7|   0
661 |2MASX J22333235-2304318            |G  |22 33 32.3873059045 -23 04 31.610289525|0.04146     |     ~|16.12 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.307 0.264    |   5|   0
662 |6dFGS gJ224310.0-232531            |G  |22 43 09.9889853002 -23 25 30.430051597|0.04572     |     ~|15.64 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.313 0.307    |   8|   0
663 |2dFGRS TGS071Z260                  |G  |23 09 32.0670105330 -24 32 29.856705430|0.052368    |     ~|15.939|     ~|14.694|     ~|~              |E D 1996MNRAS.278.1025L|0.400 0.272    |   5|   0
664 |MCG-04-54-013                      |G  |23 12 13.68 -23 36 34.5                |0.026585    |     ~|15.80 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L| 0.78  0.51    |   4|   0
665 |2MASX J23221781-2333058            |G  |23 22 17.820 -23 33 05.83              |0.00540     |     ~|15.87 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.230 0.161    |   5|   0
666 |2MASX J23240684-2253099            |G  |23 24 06.8127879159 -22 53 10.422646899|0.06367     |     ~|16.44 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.360 0.238    |   5|   0
667 |2MASX J23283308-2230297            |G  |23 28 33.0682837846 -22 30 29.482403044|0.06236     |     ~|16.21 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.467 0.233    |   5|   0
668 |2MASX J23323682-2403585            |G  |23 32 36.8472462315 -24 03 58.085054349|0.028063    |     ~|16.45 |     ~|15.22 |     ~|~              |E D ~                  |0.323 0.207    |   4|   0
669 |2MASX J23412108-2245504            |G  |23 41 21.1162783181 -22 45 50.790360858|0.047345    |     ~|16.38 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.310 0.260    |   7|   0
670 |2MASX J23495553-2401328            |G  |23 49 55.532 -24 01 32.81              |0.057588    |     ~|15.94 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.313 0.288    |  10|   0
671 |2MASX J23502772-2415415            |G  |23 50 27.7250876167 -24 15 41.647945423|0.051010    |     ~|16.22 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.300 0.240    |   9|   0
672 |2MASX J23523841-2349517            |G  |23 52 38.416 -23 49 51.78              |0.052692    |     ~|15.95 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.323 0.265    |   9|   0
673 |2MASX J23533241-2313387            |G  |23 53 32.417 -23 13 38.74              |0.068676    |     ~|16.29 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.313 0.282    |   6|   0
674 |2MASX J23585941-2319339            |G  |23 58 59.414 -23 19 33.92              |0.115198    |     ~|16.31 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.380 0.258    |   6|   0
675 |2MASX J23533839-2450221            |G  |23 53 38.4298065984 -24 50 21.837381835|0.05780     |     ~|15.98 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.283 0.266    |   5|   0
676 |2dFGRS TGS135Z160                  |G  |00 04 25.5387725177 -25 15 45.435911299|0.0514      |     ~|16.272|     ~|14.881|     ~|~              |E D 1996MNRAS.278.1025L|0.293 0.235    |   5|   0
677 |2MASX J00001331-2345469            |G  |00 00 13.3521087170 -23 45 46.833805632|0.06592     |     ~|16.27 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.290 0.215    |   5|   0
678 |MCG-04-02-003                      |G  |00 19 11.47 -22 40 05.8                |0.002237    |     ~|15.90 |     ~|14.8  |15.2  |~              |E D 1996MNRAS.278.1025L| 0.81  0.72    |  29|   0
679 |MCG-04-01-029                      |G  |00 17 31.726 -24 13 24.12              |0.063777    |     ~|15.81 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.513 0.441    |  10|   0
680 |NGC 77                             |G  |00 20 01.6402122053 -22 31 55.536649332|0.065184    |     ~|15.67 |     ~|14.66 |     ~|~              |E D ~                  |0.327 0.281    |   9|   0
681 |2MASX J00160429-2420397            |G  |00 16 04.3229852929 -24 20 39.380862011|0.06305     |     ~|16.39 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.273 0.230    |   4|   0
682 |2MASX J00195288-2323393            |G  |00 19 52.8938924501 -23 23 39.583714491|0.06345     |     ~|16.19 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.297 0.208    |   3|   0
683 |6dFGS gJ002411.2-235629            |G  |00 24 11.232 -23 56 29.58              |0.06360     |     ~|16.13 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.260 0.213    |   4|   0
684 |6dFGS gJ002443.0-234046            |G  |00 24 43.022 -23 40 45.84              |0.11185     |     ~|16.12 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.233 0.177    |   2|   0
685 |2MASX J00314563-2219381            |G  |00 31 45.6323401995 -22 19 38.222606049|0.090921    |     ~|16.34 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.180 0.151    |   3|   0
686 |2MASX J00344310-2229217            |G  |00 34 43.0709225768 -22 29 21.401379505|0.06145     |     ~|16.26 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.310 0.260    |   5|   0
687 |6dFGS gJ004327.0-221122            |G  |00 43 26.948 -22 11 22.49              |0.06347     |     ~|15.90 |     ~|14.52 |     ~|~              |E D ~                  |0.353 0.318    |   5|   0
688 |2MASX J00442950-2317495            |G  |00 44 29.5031132015 -23 17 49.783435892|0.062146    |     ~|15.96 |     ~|     ~|     ~|~              |E D ~                  |0.273 0.257    |   7|   0
689 |2MASX J00441057-2220484            |G  |00 44 10.579 -22 20 48.43              |0.06216     |     ~|16.28 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.373 0.187    |   4|   0
690 |2MASX J00430002-2215445            |G  |00 43 00.0267956144 -22 15 45.026592298|0.067205    |     ~|16.60 |     ~|15.25 |     ~|~              |E D ~                  |0.300 0.192    |   3|   0
691 |2MASX J00400305-2353054            |G  |00 40 03.053 -23 53 05.45              |0.06277     |     ~|15.80 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.303 0.303    |   5|   0
692 |2MASX J00444361-2351175            |G  |00 44 43.5890545289 -23 51 17.782675578|0.05270     |     ~|16.25 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.327 0.183    |   6|   0
693 |2MASX J00461041-2439006            |G  |00 46 10.3872867640 -24 39 00.911877147|0.05372     |     ~|16.25 |16.5  |     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.317 0.241    |   6|   0
694 |2MASX J00455329-2346208            |G  |00 45 53.3316776713 -23 46 20.573783742|0.05448     |     ~|16.28 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.313 0.207    |   3|   0
695 |6dFGS gJ005053.0-230655            |G  |00 50 53.041 -23 06 54.80              |0.11373     |     ~|17.6  |     ~|     ~|     ~|~              |E D ~                  |0.297 0.220    |   5|   0
696 |2MASX J00551306-2402385            |G  |00 55 13.0393585094 -24 02 38.861760393|0.057890    |     ~|16.41 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.337 0.269    |  10|   0
697 |2MASX J00480494-2230578            |G  |00 48 04.941 -22 30 57.83              |0.0951      |     ~|16.36 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.333 0.247    |   7|   0
698 |2MASX J00570857-2155112            |G  |00 57 08.579 -21 55 11.24              |0.054475    |     ~|15.98 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.477 0.334    |  11|   0
699 |2MASX J01051043-2203268            |G  |01 05 10.4049673192 -22 03 27.040963849|0.05622     |     ~|16.90 |     ~|15.52 |     ~|~              |E D ~                  |0.223 0.174    |   4|   0
700 |2MASX J01013597-2203488            |G  |01 01 35.9785001084 -22 03 48.618570983|0.05330     |     ~|16.43 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.273 0.241    |   6|   0
701 |MCG-03-06-011                      |G  |02 10 44.1540789378 -19 45 58.737945645|0.016988    |     ~|15.08 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.570 0.388    |  11|   0
702 |2MASX J21480591-1851369            |G  |21 48 05.8881195143 -18 51 37.371106892|0.034156    |     ~|15.56 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.543 0.293    |   7|   0
703 |6dFGS gJ214800.0-173102            |G  |21 48 00.0236958187 -17 31 02.336051475|0.03458     |     ~|16.35 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.367 0.205    |   8|   0
704 |6dFGS gJ215440.7-190611            |G  |21 54 40.671 -19 06 11.08              |0.05913     |     ~|16.29 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.290 0.186    |   2|   0
705 |2MFGC 16584                        |G  |21 59 11.294 -18 07 57.38              |0.1032      |     ~|16.37 |     ~|14.851|     ~|~              |E D 1996MNRAS.278.1025L|0.743 0.178    |   5|   0
706 |2MASX J22114372-1807552            |G  |22 11 43.726 -18 07 55.26              |0.06831     |     ~|16.04 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.333 0.287    |   6|   0
707 |MCG-03-57-011                      |G  |22 29 39.1514082199 -19 45 02.069393591|0.024804    |     ~|15    |     ~|13.96 |     ~|~              |E D ~                  |0.480 0.403    |  12|   0
708 |2MASX J22571481-2058014            |G  |22 57 14.817 -20 58 01.40              |0.026544    |     ~|15.86 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.490 0.441    |  15|   0
709 |2MASX J22581426-2026201            |G  |22 58 14.268 -20 26 20.17              |0.07284     |     ~|16.25 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.377 0.226    |   5|   0
710 |2MASX J23044135-2105408            |G  |23 04 41.3326483294 -21 05 41.193975851|0.022283    |     ~|15.68 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.407 0.342    |  12|   0
711 |MCG-04-55-009                      |G  |23 29 41.6164448210 -21 17 44.504251738|0.0309      |     ~|15.94 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.403 0.339    |  11|   0
712 |MCG-04-01-009                      |G  |23 59 05.1227105579 -20 45 14.602174268|0.051780    |     ~|15.68 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.577 0.300    |  10|   0
713 |2MASX J23520599-2041494            |G  |23 52 05.991 -20 41 49.41              |0.074750    |     ~|15.75 |     ~|14.36 |     ~|~              |E D 1996MNRAS.278.1025L|0.477 0.343    |  10|   0
714 |2MASX J00180643-1938117            |G  |00 18 06.436 -19 38 11.77              |0.06809     |     ~|15.70 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.373 0.269    |   8|   0
715 |6dFGS gJ002222.9-213529            |G  |00 22 22.81 -21 35 28.0                |0.03500     |     ~|16.36 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L| 0.47  0.40    |   3|   0
716 |2MASX J00190813-2211201            |G  |00 19 08.1210280944 -22 11 20.005848446|0.05359     |     ~|16.38 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.297 0.208    |   8|   0
717 |MCG-03-02-011                      |G  |00 24 46.1611372056 -19 58 31.779807396|0.05309     |     ~|15.27 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.327 0.314    |   9|   0
718 |MCG-04-02-013                      |G  |00 24 55.963 -20 43 52.82              |0.055724    |     ~|14.39 |     ~|13.17 |     ~|~              |E D 1996MNRAS.278.1025L|0.263 0.232    |  11|   0
719 |2MASX J00255160-2040386            |G  |00 25 51.5638465432 -20 40 38.626235292|0.05314     |     ~|16.36 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.313 0.257    |   8|   0
720 |2MASX J00285684-1954487            |G  |00 28 56.8055464968 -19 54 48.832888365|0.06301     |     ~|16.27 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.227 0.190    |   3|   0
721 |2MASX J00323265-2128189            |G  |00 32 32.6525473841 -21 28 18.567056100|0.08950     |     ~|16.23 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.340 0.245    |   3|   0
722 |2MASX J00313356-2048577            |G  |00 31 33.5666270532 -20 48 57.610016500|0.06162     |     ~|16.14 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.253 0.223    |   4|   0
723 |2MASX J00550550-2141476            |G  |00 55 05.5173150071 -21 41 47.841814195|0.06012     |     ~|16.26 |     ~|     ~|     ~|~              |E D ~                  |0.350 0.308    |   6|   0
724 |2MASX J00504652-2135137            |G  |00 50 46.523 -21 35 13.80              |0.05791     |     ~|15.49 |     ~|14.21 |     ~|~              |E D ~                  |0.577 0.311    |   9|   0
725 |6dFGS gJ005529.0-213538            |G  |00 55 28.995 -21 35 38.63              |0.05721     |     ~|16.23 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.350 0.238    |   6|   0
726 |2MASX J01030093-2140411            |G  |01 03 00.9154892171 -21 40 41.613002403|0.05817     |     ~|16.19 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.293 0.217    |   3|   0
727 |2MASX J01000185-2146125            |G  |01 00 01.851 -21 46 12.50              |0.05422     |     ~|16.36 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.287 0.229    |   5|   0
728 |2MASX J01023038-1932107            |G  |01 02 30.3763238145 -19 32 10.564025160|0.05501     |     ~|15.91 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.343 0.295    |   9|   0
729 |2MASX J01024347-1939137            |G  |01 02 43.4981767278 -19 39 13.721604500|0.03958     |     ~|15.86 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.350 0.238    |   8|   0
730 |2MASX J01043023-1941231            |G  |01 04 30.2383412617 -19 41 23.091655444|0.05491     |     ~|16.15 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.273 0.230    |   3|   0
731 |2MASX J01064783-2037459            |G  |01 06 47.8605144358 -20 37 45.833016896|0.04154     |     ~|16.23 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.290 0.244    |   6|   0
732 |2MASX J01054431-2113148            |G  |01 05 44.315 -21 13 14.87              |0.05115     |     ~|16.39 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.220 0.194    |   3|   0
733 |2MASX J00571131-2132568            |G  |00 57 11.3303126196 -21 32 57.208872874|0.05931     |     ~|16.37 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.307 0.209    |   3|   0
734 |2MASX J01054660-2111568            |G  |01 05 46.5989361127 -21 11 56.954692796|0.02773     |     ~|16.18 |     ~|     ~|     ~|~              |E D 1996MNRAS.278.1025L|0.303 0.249    |   5|   0
