identifier,typ,redshift,Mag U,Mag B,Mag V,Mag R,Mag I,bib,note,MorphType,RA,Dec,Ang_maj_amin,Ang_min_amin,ang_diam_dist,EstDist_Mpc,length_maj,velocity_km_s,RA_deg,Dec_deg
2dFGRS TGS449Z052                  ,G  ,0.069295,~,16.269,~,15.07,~,6,0,E,22:29.2,-32:43:02.052320694,0.297,0.202,282.1353289,237.7750934,79499.77756,19758.31392,20.62147933,-32.71723676
2MASX J01321066-3411253            ,G  ,0.01742,~,15.7,~,~,~,3,0,E,32:10.7,-34:11:25.37,0.227,0.181,75.46757062,311.0978094,16253.1753,5154.004227,23.04445417,-34.19038056
2dFGRS TGS452Z082                  ,G  ,0.071846,~,16.42,~,14.876,~,7,0,E,31:45.3,-32:24:55.994699363,0.283,0.232,291.6458075,249.5378189,78305.84235,20450.22777,22.93864362,-32.41555408
6dFGS gJ013313.6-330037            ,G  ,0.016755,~,15.895,~,15.15,~,4,0,E,33:13.6,-33:00:36.06,0.243,0.161,72.64542317,290.6140031,16748.13774,4959.710999,23.3065,-33.01001667
2dFGRS TGS509Z157                  ,G  ,0.064899,~,16.13,~,14.793,~,8,0,E,35:30.6,-32:58:14.013017039,0.357,0.25,265.6090901,197.8128928,89962.837,18560.53323,23.87734177,-32.97055917
MCG-05-06-002                      ,G  ,0.028139,~,15.19,~,~,~,12,0,E,03:56.4,-31:47:09.266506606,0.527,0.432,120.3303178,134.0022822,60164.13419,8259.789121,30.98485335,-31.78590736
2dFGRS TGS309Z032                  ,G  ,0.077923,~,16.22,~,14.839,~,6,0,E,23:27.0,-28:40:45.078315494,0.333,0.227,314.0686533,212.0696779,99224.93388,22089.3097,35.8626652,-28.67918842
2dFGRS TGS310Z187                  ,G  ,0.061793,~,15.819,~,14.558,~,11,0,E,25:44.4,-29:36:56.71,0.353,0.311,253.8266958,200.0543987,85008.82124,17710.03495,36.43507917,-29.61575278
2dFGRS TGS309Z151                  ,G  ,0.0623,~,16.267,~,14.951,~,5,0,E,24:33.6,-29:26:32.535891726,0.32,0.218,255.7559837,220.6850086,77647.55303,17849.1037,36.13998701,-29.44237108
ESO 416-24                         ,G  ,0.023136,~,14.9,~,14.12,~,14,0,E,48:42.1,-27:27:37.59,0.363,0.254,99.53704868,194.5432582,34280.20237,6816.232989,42.1752875,-27.46044167
2MASX J21153575-2523372            ,G  ,0.04938,~,15.68,~,~,~,9,0,E,15:35.7,-25:23:37.336832350,0.443,0.31,205.8484582,159.4112929,86517.3756,14275.42882,318.8989534,-25.39370468
2MASX J21153448-2503522            ,G  ,0.034754,~,15.6,~,~,~,9,0,E,15:34.5,-25:03:52.435745841,0.417,0.325,147.4372172,169.3506061,58330.4293,10152.57885,318.8936845,-25.06456548
2MASX J21283148-2723274            ,G  ,0.05143,~,15.8,~,~,~,8,0,E,28:31.5,-27:23:28.020351244,0.433,0.364,213.8714473,163.092847,87860.30308,14846.64651,322.131281,-27.39111676
MCG-05-51-003                      ,G  ,0.093443,~,15.5,~,~,~,12,0,E,36:37.6,-27:43:30.575197926,0.467,0.383,369.876343,151.2188496,163879.801,26218.25412,324.156506,-27.72515978
2MASX J21344547-2730117            ,G  ,0.06833,~,16.37,~,~,~,8,0,E,34:45.5,-27:30:12.234371491,0.403,0.339,278.5224643,175.2337537,106492.0697,19495.97247,323.6893828,-27.50339844
2MASX J21361582-2753447            ,G  ,0.05363,~,16.05,~,~,~,11,0,E,36:15.9,-27:53:45.039552936,0.407,0.333,222.4374038,173.5115547,85892.29741,15457.88488,324.0660982,-27.89584432
2MASX J21381685-2733285            ,G  ,0.02999,~,15.79,~,~,~,8,0,E,38:16.9,-27:33:28.113468574,0.36,0.317,127.9593492,196.1644521,43704.5362,8791.234528,324.5702658,-27.5578093
2dFGRS TGS170Z187                  ,G  ,0.0312,~,15.255,~,13.969,~,8,0,E,52:27.1,-27:09:42.23,0.497,0.348,132.9279029,142.0909512,62679.35727,9137.878154,328.1130667,-27.16173056
2dFGRS TGS252Z118                  ,G  ,0.060695,~,15.679,~,14.044,~,9,0,E,06:51.6,-28:56:53.32,0.423,0.398,249.6403943,166.9484698,100186.042,17408.53409,331.715025,-28.94814444
2dFGRS TGS252Z088                  ,G  ,0.057669,~,16.089,~,14.864,~,4,0,E,08:29.0,-28:52:26.518503900,0.297,0.231,238.0458205,237.7750934,67076.28518,16575.32582,332.1207684,-28.87403292
MCG-05-52-041                      ,G  ,0.0621,~,15.58,~,14.645,~,10,0,E,10:32.4,-28:58:28.032743191,0.433,0.277,254.9952045,163.092847,104754.3103,17794.25545,332.6350822,-28.97445354
2dFGRS TGS253Z013                  ,G  ,0.0606,~,16.385,~,14.927,~,6,0,E,16:08.9,-28:46:34.176305613,0.343,0.213,249.277671,205.8868885,81120.28931,17382.42718,334.0372894,-28.77616008
2dFGRS TGS333Z095                  ,G  ,0.063487,~,16.034,~,14.671,~,5,0,E,10:50.3,-30:12:35.28,0.35,0.266,260.2636803,201.7691507,86423.84883,18174.32802,332.7094417,-30.2098
2dFGRS TGS253Z097                  ,G  ,0.062445,~,15.953,~,14.675,~,8,0,E,11:25.1,-28:53:22.83,0.387,0.333,256.3073196,182.4785601,94107.44149,17888.85955,332.8547042,-28.889675
2dFGRS TGS336Z090                  ,G  ,0.0568,~,15.906,~,14.601,~,10,0,E,23:54.1,-30:00:46.78,0.373,0.299,234.7004596,189.3276213,83056.71768,16335.4203,335.9753708,-30.01299444
2MASX J22240467-2910216            ,G  ,0.061596,~,16.1,~,~,~,5,0,E,24:04.7,-29:10:21.61,0.32,0.186,253.076416,220.6850086,76834.0359,17655.97304,336.0194708,-29.17266944
2dFGRS TGS413Z171                  ,G  ,0.0566,~,15.967,~,14.708,~,8,0,E,31:42.7,-31:02:32.92,0.333,0.247,233.9295334,212.0696779,73906.26936,16280.16636,337.9278875,-31.04247778
2dFGRS TGS339Z228                  ,G  ,0.061698,~,15.584,~,14.297,~,9,0,E,32:14.7,-31:13:45.53,0.373,0.276,253.4649302,189.3276213,89697.16201,17683.96626,338.0613417,-31.22931389
2dFGRS TGS257Z128                  ,G  ,0.0399,~,16.172,~,14.996,~,5,0,E,34:48.3,-29:11:31.721117426,0.31,0.267,168.2251348,227.8038798,49477.13814,11612.78003,338.701276,-29.19214475
2dFGRS TGS345Z190                  ,G  ,0.02343,~,15.63,~,14.189,~,10,0,E,01:47.8,-30:35:06.120290673,0.41,0.385,100.7659892,172.2419579,39196.72861,6901.353498,345.4490803,-30.58503341
2dFGRS TGS418Z152                  ,G  ,0.059976,~,16.515,~,15.218,~,3,0,E,58:39.6,-31:49:16.511006310,0.25,0.235,246.8930882,282.476811,58559.98181,17210.86351,344.6648628,-31.82125306
2dFGRS TGS487Z217                  ,G  ,0.0607,~,15.984,~,14.637,~,6,0,E,11:32.4,-33:05:07.84,0.367,0.323,249.6594827,192.4228958,86929.28808,17409.90805,347.8851625,-33.08551111
2dFGRS TGS421Z183                  ,G  ,0.0654,~,15.732,~,14.359,~,8,0,E,09:26.7,-31:16:38.61,0.403,0.298,267.5013677,175.2337537,102278.1927,18697.39155,347.3612667,-31.27739167
2dFGRS TGS422Z092                  ,G  ,0.0371,~,16.148,~,14.975,~,5,0,E,09:48.0,-32:24:09.605198052,0.337,0.276,156.9463972,209.5525304,50180.2989,10819.58244,347.4501299,-32.40266811
2dFGRS TGS351Z220                  ,G  ,0.062733,~,16.058,~,14.849,~,5,0,E,32:15.2,-31:08:40.79,0.357,0.307,257.4018165,197.8128928,87183.00135,17967.80016,353.0632917,-31.14466389
6dFGS gJ234106.6-315435            ,G  ,0.062911,~,16.43,~,~,~,4,0,E,41:06.6,-31:54:34.61,0.25,0.175,258.0778971,282.476811,61212.87991,18016.57473,355.2774958,-31.90961389
2dFGRS TGS355Z112                  ,G  ,0.044411,~,15.881,~,14.837,~,6,0,E,51:09.8,-31:20:17.426657050,0.31,0.236,186.235683,227.8038798,54774.26799,12884.15301,357.7908721,-31.33817407
2dFGRS TGS355Z121                  ,G  ,0.0448,~,15.809,~,14.518,~,6,0,E,50:59.3,-31:18:48.843037551,0.327,0.274,187.7795995,215.9608647,58257.00496,12993.41461,357.7469704,-31.31356751
MCG-06-01-005                      ,G  ,0.0577,~,15.74,~,~,~,10,0,E,55:00.9,-32:54:32.24,0.537,0.419,238.1650308,131.5068952,121340.079,16583.87883,358.7538458,-32.90895556
2dFGRS TGS430Z148                  ,G  ,0.049416,~,16.1,~,14.738,~,8,0,E,55:01.5,-32:08:51.26,0.327,0.268,205.9896929,215.9608647,63906.52975,14285.4738,358.756075,-32.14757222
2MASX J23540739-3203577            ,G  ,0.0602,~,15.56,~,~,~,7,0,E,54:07.4,-32:03:57.74,0.47,0.32,247.7495047,150.2536229,110474.6528,17272.46694,358.530825,-32.06603889
2dFGRS TGS430Z010                  ,G  ,0.0609,~,16.098,~,14.804,~,5,0,E,55:08.4,-32:44:25.28,0.353,0.247,250.4228302,200.0543987,83868.83633,17464.85879,358.7850042,-32.74035556
2dFGRS TGS430Z095                  ,G  ,0.0598,~,16.156,~,14.853,~,5,0,E,56:32.0,-31:37:03.34,0.317,0.228,246.2198654,222.7735102,74051.58255,17162.44786,359.133425,-31.61759444
2MASX J23582614-3145081            ,G  ,0.061058,~,15.95,~,~,~,9,0,E,58:26.1,-31:45:08.18,0.397,0.262,251.0256149,177.8821228,94549.78349,17508.25949,359.6089167,-31.75227222
2dFGRS TGS432Z041                  ,G  ,0.043024,~,16.157,~,14.933,~,5,0,E,59:13.0,-32:42:49.449539939,0.283,0.255,180.718914,249.5378189,48522.37346,12494.09415,359.8040887,-32.71373598
2dFGRS TGS433Z257                  ,G  ,0.0296,~,16.057,12.9,15.157,~,4,0,E,01:01.3,-31:23:09.485658017,0.273,0.202,126.3547937,258.6783983,32727.0125,8679.37817,0.255430545,-31.38596824
MCG-05-01-027                      ,G  ,0.0272,~,15.66,~,14.351,~,12,0,E,02:45.2,-32:13:36.373331503,0.35,0.273,116.446991,201.7691507,38667.69706,7989.648286,0.688356634,-32.22677037
2MASX J00084349-3127149            ,G  ,0.057867,~,16.41,12.75,~,~,7,0,E,08:43.5,-31:27:14.994527980,0.25,0.235,238.8070749,282.476811,56642.07961,16629.94859,2.181153593,-31.45416515
2dFGRS TGS495Z052                  ,G  ,0.026962,~,15.839,~,14.643,~,8,0,E,11:13.9,-33:22:49.454504104,0.373,0.261,115.4613064,189.3276213,40859.89922,7921.1199,2.807971739,-33.38040403
2dFGRS TGS434Z196                  ,G  ,0.057022,~,15.621,11.69,14.682,~,9,0,E,08:46.5,-31:00:39.93,0.353,0.325,235.5557524,200.0543987,78889.71955,16396.73472,2.1938625,-31.01109167
2dFGRS TGS361Z047                  ,G  ,0.062,~,16.154,~,14.907,~,5,0,E,13:07.5,-31:00:40.505211878,0.32,0.256,254.6146776,220.6850086,77301.05235,17766.82584,3.281448426,-31.01125145
2MASX J00141547-3139292            ,G  ,0.022209,~,16.02,~,14.325,~,15,0,E,14:15.5,-31:39:29.26,0.443,0.177,95.65634469,159.4112929,40204.0218,6547.603706,3.5644875,-31.65812778
2dFGRS TGS436Z247                  ,G  ,0.0611,~,16.149,~,14.893,~,5,0,E,16:13.2,-31:02:23.454763551,0.25,0.225,251.1858102,282.476811,59578.16227,17519.79485,4.055143297,-31.03984855
MCG-06-02-005                      ,G  ,0.032355,~,15.58,~,14.405,~,9,0,E,26:20.6,-33:24:48.774332265,0.393,0.323,137.6569868,179.6926278,51326.6361,9468.205772,6.585860567,-33.41354843
MCG-06-02-007                      ,G  ,0.049901,~,15.73,~,13.958,~,12,0,E,27:28.3,-32:38:45.898614801,0.59,0.413,207.89124,119.693564,116369.7748,14420.7537,6.86810421,-32.64608295
2dFGRS TGS440Z217                  ,G  ,0.0246,~,15.915,~,14.699,~,6,0,E,31:45.0,-32:12:46.05,0.35,0.224,105.647945,201.7691507,35081.73718,7239.737616,7.937291667,-32.21279167
2dFGRS TGS499Z198                  ,G  ,0.0524,~,16.022,~,14.744,~,8,0,E,27:37.7,-32:50:24.72,0.387,0.309,217.6538646,182.4785601,79915.19072,15116.37281,6.906904167,-32.8402
ESO 410-23                         ,G  ,0.055799,~,15.83,~,14.31,~,9,0,E,35:54.7,-31:08:55.309940907,0.347,0.298,230.8382449,203.5135526,75995.73697,16058.72481,8.97780724,-31.14869721
2dFGRS TGS368Z164                  ,G  ,0.048127,~,16.06,~,14.861,~,7,0,E,43:33.8,-30:34:15.570834104,0.387,0.271,200.92504,182.4785601,73772.92805,13925.49805,10.89100317,-30.5709919
ESO 351-15                         ,G  ,0.039545,~,15.68,~,14.72,~,6,0,E,51:45.0,-33:00:32.067869054,0.25,0.155,166.79939,282.476811,39562.74885,11512.38668,12.93732736,-33.00890774
2dFGRS TGS441Z099                  ,G  ,0.044904,~,15.873,~,14.859,~,6,0,E,45:06.2,-31:38:33.56,0.383,0.23,188.1921226,184.3843414,68383.63887,13022.61595,11.275775,-31.64265556
2dFGRS TGS368Z102                  ,G  ,0.06358,~,15.535,~,14.164,~,9,0,E,45:52.4,-30:29:35.403861239,0.44,0.378,260.6163093,160.4981881,108794.3293,18199.78729,11.46835609,-30.49316774
2dFGRS TGS442Z177                  ,G  ,0.0471,~,16.118,~,14.926,~,5,0,E,48:54.2,-31:52:59.456041610,0.33,0.205,196.8785049,213.9975841,61640.2278,13638.23314,12.22595557,-31.88318223
2dFGRS TGS443Z241                  ,G  ,0.031907,~,16.021,~,14.797,~,5,0,E,52:41.6,-31:21:10.82,0.343,0.227,135.8242527,205.8868885,44200.11881,9340.143415,13.17347083,-31.35300556
MCG-05-03-018                      ,G  ,0.031907,~,16.2,~,14.777,~,5,0,E,57:25.7,-30:56:00.485301642,0.323,0.239,135.8242527,218.6353026,41622.8524,9340.143415,14.3571181,-30.93346814
2MASX J00581955-3038257            ,G  ,0.0325,~,16.18,~,15.379,~,3,0,E,58:19.6,-30:38:25.76,0.23,0.138,138.2497432,307.0400119,30167.83623,9509.636985,14.58148333,-30.64048889
MCG-05-04-013                      ,G  ,0.018759,~,16.17,~,14.57,~,7,0,E,13:32.5,-31:48:25.259892541,0.337,0.296,81.13615258,209.5525304,25941.5728,5544.642007,18.38539839,-31.80701664
2dFGRS TGS374Z107                  ,G  ,0.032379,~,15.499,~,14.27,~,12,0,E,11:42.4,-30:01:41.707032386,0.397,0.294,137.7551127,177.8821228,51886.00409,9475.063944,17.9266782,-30.02825195
2dFGRS TGS374Z060                  ,G  ,0.032079,~,15.422,~,14.192,~,9,0,E,12:53.2,-30:41:38.478234925,0.47,0.338,136.5281279,150.2536229,60879.62736,9389.319902,18.22174357,-30.69402173
2dFGRS TGS447Z179                  ,G  ,0.019691,~,15.809,~,14.551,~,7,0,E,13:38.1,-31:39:11.085516178,0.323,0.213,85.07078328,218.6353026,26069.63474,5816.087837,18.40882153,-31.65307931
2dFGRS TGS448Z255                  ,G  ,0.0348,~,15.061,~,13.672,~,8,0,E,13:48.3,-32:01:40.695836811,0.403,0.363,147.6241931,175.2337537,56443.5831,10165.67867,18.45110155,-32.02797107
2dFGRS TGS447Z115                  ,G  ,0.0177,~,15.741,~,14.557,~,8,0,E,15:26.0,-31:45:21.070929220,0.46,0.221,76.65447047,153.520006,33453.94295,5235.75481,18.85828421,-31.75585304
2dFGRS TGS376Z235                  ,G  ,0.032117,~,15.837,~,14.707,~,6,0,E,18:07.9,-30:54:25.161659748,0.347,0.277,136.6835955,203.5135526,44998.48183,9400.182846,19.53274536,-30.90698935
2dFGRS TGS376Z230                  ,G  ,0.0576,~,16.272,~,14.89,~,5,0,E,18:22.8,-31:11:29.421908671,0.307,0.288,237.7804495,230.0299764,69257.45231,16556.28719,19.5951908,-31.19150609
2dFGRS TGS376Z063                  ,G  ,0.03648,~,15.267,~,14.16,~,10,0,E,20:15.8,-30:11:07.570615200,0.383,0.353,154.4385797,184.3843414,56118.56606,10643.52216,20.06581081,-30.18543628
2dFGRS TGS376Z093                  ,G  ,0.0363,~,16.295,~,15.049,~,3,0,E,19:16.9,-30:04:03.215169283,0.277,0.205,153.7097962,254.9429702,40395.52979,10592.37899,19.82052227,-30.06755977
2dFGRS TGS377Z165                  ,G  ,0.031295,~,14.829,~,13.647,~,12,0,E,20:48.2,-31:06:52.531687206,0.55,0.396,133.3173769,128.3985504,69566.70634,9165.06855,20.20085559,-31.11459214
ESO 413-5                          ,G  ,0.030898,~,14.17,~,12.89,~,12,0,E,25:37.2,-30:21:55.729478472,0.58,0.464,131.6891874,121.7572461,72465.30155,9051.416755,21.40490662,-30.36548041
2dFGRS TGS377Z055                  ,G  ,0.037072,~,15.78,~,14.655,~,7,0,E,21:28.4,-30:27:44.79,0.323,0.272,156.8332223,218.6353026,48060.97536,10811.63465,20.36847917,-30.46244167
2dFGRS TGS378Z009                  ,G  ,0.036774,~,16.025,~,14.737,~,5,0,E,22:42.4,-30:38:34.492498411,0.313,0.282,155.6282413,225.6204561,46215.18964,10727.02803,20.67649586,-30.64291458
2dFGRS TGS377Z267                  ,G  ,0.036681,~,15.797,~,15.08,~,8,0,E,23:06.4,-30:58:35.925667890,0.413,0.215,155.2520116,170.9908057,60833.0064,10700.61666,20.77654766,-30.97664602
2dFGRS TGS379Z068                  ,G  ,0.072784,~,16.346,~,14.963,~,3,0,E,32:58.3,-30:04:57.27,0.357,0.214,295.1281868,197.8128928,99961.07044,20704.06607,23.24295417,-30.082575
2MASX J01381471-2838063            ,G  ,0.030867,~,16.18,~,~,~,6,0,E,38:14.7,-28:38:06.844400154,0.377,0.211,131.5619829,187.3188402,47056.94766,9042.539463,24.56128074,-28.63523456
2dFGRS TGS302Z034                  ,G  ,0.019691,~,16.233,~,14.996,~,5,0,E,44:26.2,-29:31:23.411094181,0.363,0.174,85.07078328,194.5432582,29298.07248,5816.087837,26.10914073,-29.52316975
6dFGS gJ210816.0-231538            ,G  ,0.0383,~,15.62,~,~,~,9,0,E,08:16.0,-23:15:37.490318058,0.423,0.373,161.7895274,166.9484698,64929.60578,11159.90702,317.0666094,-23.26041398
2MASX J21103569-2322149            ,G  ,0.03556,~,16.09,~,~,~,6,0,E,10:35.7,-23:22:15.035312308,0.34,0.32,150.7103367,207.7035375,48615.40965,10381.98682,317.6486776,-23.37084314
6dFGS gJ211126.0-231247            ,G  ,0.039073,~,16.18,~,~,~,11,0,E,11:26.0,-23:12:46.949674393,0.44,0.238,164.9018494,160.4981881,68838.30929,11378.82842,317.8582095,-23.21304158
2MASX J21115772-2309358            ,G  ,0.03448,~,15.81,~,~,~,12,0,E,11:57.7,-23:09:36.149191940,0.473,0.246,146.3230583,149.3006401,65663.78351,10074.53176,317.9904792,-23.16004144
6dFGS gJ211737.0-224734            ,G  ,0.02598,~,15.82,~,~,~,7,0,E,17:37.0,-22:47:33.87,0.337,0.256,111.38827,209.5525304,35614.04903,7638.118807,319.4041125,-22.79274167
2dFGRS TGS174Z162                  ,G  ,0.0925,~,15.845,~,14.464,~,6,0,E,06:04.2,-27:42:04.02,0.387,0.271,366.5441379,182.4785601,134582.6996,25969.66127,331.5176708,-27.70111667
2dFGRS TGS174Z093                  ,G  ,0.02341,~,15.953,~,14.687,~,6,0,E,09:13.0,-27:34:02.872487069,0.357,0.214,100.6824158,197.8128928,34101.52777,6895.564143,332.3043303,-27.56746458
2dFGRS TGS116Z300                  ,G  ,0.0526,~,15.895,~,14.625,~,5,0,E,15:09.6,-26:01:17.87,0.37,0.281,218.4326433,190.8627101,76678.08496,15171.94215,333.7901292,-26.02163056
2dFGRS TGS176Z025                  ,G  ,0.0181,~,16.427,~,15.241,~,3,0,E,16:36.6,-27:27:15.083724997,0.283,0.204,78.34863234,249.5378189,21036.32383,5352.482768,334.1525563,-27.45418992
2dFGRS TGS117Z208                  ,G  ,0.088615,~,15.977,~,14.483,~,6,0,E,19:31.6,-26:19:09.506639878,0.347,0.243,352.7367034,203.5135526,116126.7092,24942.42612,334.8815985,-26.3193074
2dFGRS TGS118Z342                  ,G  ,0.0569,~,15.47,~,14.562,~,11,0,E,21:10.6,-26:00:24.04,0.443,0.31,235.0857832,159.4112929,98805.71943,16363.04168,335.2941292,-26.00667778
2dFGRS TGS118Z162                  ,G  ,0.0635,~,16.158,~,14.681,~,5,0,E,26:01.1,-26:18:12.576197915,0.37,0.311,260.3129772,190.8627101,91379.65957,18177.88703,336.5045268,-26.30349339
2dFGRS TGS257Z038                  ,G  ,0.027167,~,15.419,~,14.31,~,7,0,E,34:00.0,-28:57:00.012273461,0.507,0.355,116.3103545,139.2883683,55947.1968,7980.147858,338.5002074,-28.95000341
2dFGRS TGS257Z108                  ,G  ,0.027746,~,15.399,~,14.253,~,11,0,E,30:04.9,-28:28:05.077148556,0.443,0.364,118.7061086,159.4112929,49891.75568,8146.771509,337.5204783,-28.46807699
ESO 468-13                         ,G  ,0.023086,~,14.34,~,13.71,~,13,0,E,33:44.1,-27:14:44.395769791,0.45,0.36,99.32795744,156.9315617,42406.8497,6801.753082,338.4336731,-27.24566549
2dFGRS TGS180Z019                  ,G  ,0.0394,~,15.74,~,14.5,~,5,0,E,35:08.1,-27:33:33.42,0.403,0.307,166.2166903,175.2337537,63552.35799,11471.36655,338.7837833,-27.55928333
2dFGRS TGS259Z039                  ,G  ,0.028197,~,15.988,~,14.871,~,5,0,E,44:49.9,-28:09:58.188050082,0.297,0.237,120.5698913,237.7750934,33974.04918,8276.463144,341.207951,-28.16616335
2dFGRS TGS182Z055                  ,G  ,0.036151,~,15.746,~,14.583,~,5,0,E,45:17.5,-27:52:31.403876058,0.313,0.269,153.1062844,225.6204561,45466.27214,10550.03396,341.3227441,-27.87538997
2MASX J22525465-2843585            ,G  ,0.072356,~,15.98,~,~,~,6,0,E,52:54.7,-28:43:58.414704598,0.3,0.234,293.540184,235.3973425,83548.91403,20588.28058,343.2278765,-28.73289297
2MASX J22530613-2808253            ,G  ,0.07821,~,16.42,~,~,~,7,0,E,53:06.1,-28:08:25.33,0.407,0.317,315.1195697,173.5115547,121680.7216,22166.40213,343.2755417,-28.14036944
2dFGRS TGS263Z160                  ,G  ,0.0287,~,15.709,~,14.397,~,9,0,E,59:18.9,-28:31:20.34,0.39,0.289,122.6461531,181.0748788,45380.63098,8421.008757,344.8287958,-28.52231667
2MASX J23135077-2935054            ,G  ,0.029065,~,16.17,~,14.443,~,7,0,E,13:50.7,-29:35:05.744288444,0.33,0.297,124.1511926,213.9975841,38870.20474,8525.832213,348.4613713,-29.58492897
2dFGRS TGS265Z136                  ,G  ,0.032631,~,16.094,~,14.784,~,5,0,E,07:38.9,-28:32:33.508893011,0.337,0.276,138.7850883,209.5525304,44373.60359,9547.060574,346.9121095,-28.54264136
2dFGRS TGS264Z051                  ,G  ,0.0874,~,16.315,~,14.733,~,5,0,E,09:42.4,-28:57:26.01,0.4,0.28,348.3922041,176.5480069,132214.9034,24620.14396,347.426575,-28.957225
6dFGS gJ231451.0-285032            ,G  ,0.082,~,16.462,~,15.136,~,5,0,E,14:51.0,-28:50:31.806953458,0.377,0.256,328.9300187,187.3188402,117651.3331,23181.80396,348.7125731,-28.8421686
2dFGRS TGS189Z108                  ,G  ,0.082973,~,15.74,~,14.284,~,8,0,E,18:02.5,-28:10:30.234243324,0.407,0.26,332.4553957,173.5115547,128374.8022,23441.69697,349.5105023,-28.17506507
6dFGS gJ234147.1-305012            ,G  ,0.0287,~,16.259,~,15.347,~,4,0,E,41:47.2,-30:50:12.10,0.177,0.148,122.6461531,398.9785466,20595.82483,8421.008757,355.4464708,-30.83669444
[EGT95] 234134.1-283435            ,G  ,0.027864,~,15.53,~,~,~,2,0,E,44:09.6,-28:17:52.3,0.82,0.42,119.193948,86.12097896,92729.95516,8180.712278,356.0398333,-28.29786111
2MASXI J2347355-280731             ,G  ,0.03104,~,16,~,15.29,~,21,0,E,47:35.5,-28:07:31.59,0.213,0.209,132.2717432,331.5455528,26729.9824,9092.075446,356.8979792,-28.12544167
2dFGRS TGS274Z065                  ,G  ,0.028403,~,16.25,~,15.036,~,5,0,E,53:21.0,-29:26:22.11,0.297,0.214,121.4205168,237.7750934,34213.73748,8335.673411,358.3373417,-29.439475
2dFGRS TGS357Z147                  ,G  ,0.0285,~,16.363,12.52,15.062,~,7,0,E,57:38.1,-29:43:46.056550502,0.317,0.19,121.8209063,222.7735102,36638.11156,8363.547891,359.4086388,-29.72946015
2dFGRS TGS276Z189                  ,G  ,0.031,~,15.798,11.42,14.537,~,7,0,E,58:20.8,-29:46:01.067913299,0.32,0.282,132.1076633,220.6850086,40107.90538,9080.62313,359.5867228,-29.76696331
